name,year,content,
"Skjærvø, Oktor",1999,"Khotan, An Early Center of Buddhism in Chinese Turkestan, 【in Collection of Essays 1993. Buddhism across Boundaries—Chinese Buddhism and the Western Regions】 [ed. J. R. McRae and J. Nattier], Sanchung, Taipei County, 1999, pp. 265-344 [conference at Hsi Lai University, Hacienda Heights, California. 3-6 January 1993].",
"Skjærvø, Oktor",1999,"【Review】: Mauro Maggi, 【The Khotanese Karmavibhanµga】. (Serie Orientale Roma. Vol. LXXIV), Rome: Istituto Italiano per il Medio ed Estremo Oriente, 1995, in: BSOAS 62/3, 1999, pp. 570-71.",
"Skjærvø, Oktor",2000,"Islam, in G. E. Haggerty, ed.,【Gay History and Cultures: An Encyclopedia】, New York and London: Garland Publishing, 2000, pp. 478-480.",
"Skjærvø, Oktor",2000,"Islamic Mysticism, in G. E. Haggerty, ed., 【Gay History and Cultures: An Encyclopedia】, New York and London: Garland Publishing, 2000, p. 480.",
"Skjærvø, Oktor",2000,"Persian/Iranian Literature and Culture, in G. E. Haggerty, ed., 【Gay History and Cultures: An Encyclopedia】, New York and London: Garland Publishing, 2000, pp. 677-680.",
"Skjærvø, Oktor",2000,"The Joy of the Cup, 【Bulletin of the Asia Institute】 11, 1997 [2000], pp. 93-104 [November 30, 2000].",
"Skjærvø, Oktor",2000,"Eastern Iranian Epic Traditions III: Zarathustra and Diomedes—An Indo-European Epic Warrior Type, 【Bulletin of the Asia Institute】 11, 1997 [2000], pp. 175-182 [November 30, 2000].",
"Skjærvø, Oktor",2000,"Den store gud er Ahura Mazda. Iran, transls. from Avestan and Pahlavi, in 【I begynnelsen】, Den norske bokklubben, Oslo, 2000, pp. 307-323.",
"Skjærvø, Oktor",2000,"【Review: The Hērbedestān and Nērangestān】, vol. II: 【Nērangestān, Fragard 1】. Edited and translated by Firoze M. Kotwal and Philip G. Kreyenbroek with contributions by James R. Russell. Studia Iranica Cahier 16. Paris: Association pour l’avancement des études iraniennes, 1995, in: 【Bulletin of the Asia Institute】 11, 1997 [2000], pp. 224-225 [November 30, 2000].",
"Skjærvø, Oktor",2000,"【Transl.】 Jean Kellens, 【Essays on Zarathustra and Zoroastrianism】, Translated and edited by Prods Oktor Skjærvø, Costa Mesa, California: Mazda Publishers, 2000.",
"Skjærvø, Oktor",2001,"Rivals and bad poets: The Poet’s Complaint in the Old Avesta, in M. G. Schmidt and W. Bisang, eds., 【Philologica et Linguistica. Historia, Pluralitas, Universitas. Festschrift für Helmut Humbach zum 80. Geburtstag am 4. Dezember 2001】, Wissenschaftlicher Verlag Trier, 2001, pp. 351-376.",
"Skjærvø, Oktor",2001,"【Review】: Schmitt, Rüdiger: Die iranischen Sprachen in Geschichte und Gegenwart. Wiesbaden: Reichert 2000,【 in Orientalistische Literaturzeitung】 96, p. 99.",
"Skjærvø, Oktor",2001,"【Review】: MacKenzie, David Neil: Iranica Diversa. Ed. by Carlo G. Cereti and Ludwig Paul. Roma: Istituto Italiano per l’Africa e l’Oriente 1999. 8° = Serie Orientale Roma LXXXIV.1. Vol. 1. XII, in 【Orientalistische Literaturzeitung】 96, pp. 99-100.",
"Skjærvø, Oktor",2001,"【Review】: Mahmoud Jaafari-Dehaghi, 【Dādestān ī dēnīg. Part I. Transcription, translation and commentary】, Studia Iranica Cahier 20. Paris: Association pour l’avancement des études iraniennes, 1998, in JAOS 121/2, pp. 329-30.",
"Skjærvø, Oktor",2001,"【Review】: Huyse, Philip: Die dreisprachige Inschrift Šābuhrs I. an der Ka͑ba-i Zardušt (ŠKZ). London: School of Oriental and African Studies 1999. 8° = Corpus Inscriptionum Iranicarum, part 3: Pahlavi Inscriptions, vol. 1: Royal Inscriptions, with their Parthian and Greek Versions, Texts 1. In 【Orientalistische Literaturzeitung】 96/2, cols. 286-288.",
"Skjærvø, Oktor",2001,"【Review】: Shirin Akiner and Nicholas Sims-Williams (eds.): 【Languages and Scripts of Central Asia. School of Oriental and African Studies】. University of London 1997, in Acta Orientalia 62, 2001, 241- 248.",
"Skjærvø, Oktor",2001,"【Trans.】 & ed. Philippe Gignoux, 【Man and Cosmos in Ancient Iran】, Ratanbai Katrak Lectures, Serie Orientale Roma XCI, Rome, 2001 (extensive editing and retranslating).",
"Skjærvø, Oktor",2002,"【Khotanese Manuscripts from Chinese Turkestan in The British Library. A Complete Catalogue with Texts and Translations】, with Contributions by Ursula Sims-Williams, The British Library, 2002 (Corpus Inscriptionum Iranicarum II/V, Texts VI).",
"Skjærvø, Oktor",2002,"Ahura Mazdā and Ārmaiti, Heaven and Earth, in the Old Avesta, in J. P. Brereton and S. W. Jamison, eds., 【Indic and Iranian Studies in Honor of Stanley Insler on His Sixty-Fifth Birthday】, JAOS 122/2, 2002, pp. 399-410.",
"Skjærvø, Oktor",2002,"Recent Khotanese Ghostwords, 【Bulletin of the Asia Institute】 13, 1990 [2002], pp. 151-55.",
"Skjærvø, Oktor",2002,"Methodological Questions in Old Persian and Parthian Epigraphy, 【Bulletin of the Asia Institute】 13, 1999 [2002], pp. 157-67.",
"Skjærvø, Oktor",2002,"The Stein Khotanese collection, 【Bulletin of the Asia Institute】 13, 1999 [2002], pp. 204-6.",
"Skjærvø, Oktor",2002,"Obituary: Ronald Eric Emmerick, in 【Studia Iranica】 31/2, 2002, pp. 275-79. [1.13.03]",
"Skjærvø, Oktor",2002,"Praise and Blame in the Avesta. The Poet-Sacrificer and His Duties, in 【Studies in Honour of Shaul Shaked 】I, JSAI 26, Jerusalem, 2002, pp. 29-67.",
"Skjærvø, Oktor",2002,"【Review】: Helmut Humbach and Pallan R. Ichaporia. 【Zamyād Yasht. Yasht 19 of the Younger Avesta. Text, Translation, Commentary】, Wiesbaden: Harrassowitz Verlag, 1998, in 【Bulletin of the Asia Institute】 13, 1999 [2002], pp. 182-90.",
"Skjærvø, Oktor",2002,"【Review】: Rüdiger Schmitt, 【Selected Onomastic Writings】, ed. Winfried Breidbach and Philip Huyse. Persian Studies Series 20, New York: Bibliotheca Persica Press, 2000, in 【Bulletin of the Asia Institute】 13, 1999 [2002], p. 190.",
"Skjærvø, Oktor",2003,"【Zarathustras sanger og de zoroastriske skrifter】, De norske bokklubbene, Oslo, 2004.",
"Skjærvø, Oktor",2003,"Zarathustra: First Poet-Sacrificer, in 【Paitimāna. Essays in Iranian, Indian, and Indo-European Studies in Honor of Hanns-Peter Schmidt】, vols. I-II in one, ed. S. Adhami, Costa Mesa: Mazda, 2003, pp. 157- 94.",
"Skjærvø, Oktor",2003,"Coupe portant une inscription en moyen perse, in 【Catalogue de l’exposition De l’Indus à l’Oxus. Archéologie de l’Asie Centrale】, ed. O. Boperachi et al., Association IMAGO - musée de Lattes: Lattes, 2003, pp. 378 (no. 331), 382 (pl. 331).",
"Skjærvø, Oktor",2003,"Truth and Deception in Ancient Iran,” in F. Vajifdar and C. Cereti, eds., 【Jamshid Soroush Soroushian Commemorative Volume】,  vol.  II: 【Ātaš-e dorun - The Fire Within】,  1st  Books Library, 2003,  pp.  383- 434.",
"Skjærvø, Oktor",2003,"Paleography, in M. Alram and R. Gyselen, 【Sylloge Nummorum Sasanidarum Paris Berlin Wien】, vol. 1, 【Ardashir I. - Shapur I.】, ÖAW, phil.-hist. Kl., Denkschriften 317, Vienna: Verl. der ÖAW, 2003, pp. 46-69.",
"Skjærvø, Oktor",2003,"Fragments of the Ratnakūtra-sūtra (Kāśyapaparivarta) in Khotanese, in C. G. Cereti, M. Maggi, and E. Provasi, eds., 【Religious Themes and Texts of Pre-Islamic Iran and Central Asia. Studies in Honour of Professor Gherardo Gnoli on the Occasion of His 65th Birthday on 6 December 2002】, Beiträge zur Iranistik 24, Wiesbaden: Dr. Ludwig Reichert Verlag, 2003, pp. 409-420, with pls. 11-12.",
"Skjærvø, Oktor",2003,"Herzfeld and the Paikuli Inscription,” in the 【Encyclopaedia Iranica】 XII/3, 2003, pp. 298-300.",
"Skjærvø, Oktor",2003,"The Great Seal of Pērōz, 【Studia Iranica】 32/2, 2003, pp. 281-86.",
"Skjærvø, Oktor",2003,"【Review】: Werner Sundermann, 【Manichaica Selecta. Ausgewählte Schriften】, 2 vols., ed. Christiane Reck, Dieter Weber, Claudia Leurini, and Antonio Panaino, Serie Orientale Roma LXXXIX, 1, Rome: Istituto Italiano per l’Africa e l’Oriente, 2001, in Bulletin of the Asia Institute 14, 2000 [publ. 2003], pp. 160-63.",
"Skjærvø, Oktor",2003,"【Transl.】 Werner Sundermann, What has come down to us from Manicheism?, in acts of Light Against Darkness Dualism in Ancient Mediterranean Religion and the Contemporary World, June 2nd-5th 2003, University of North Carolina at Chapel Hill.",
"Skjærvø, Oktor",2004,"【The Khotanese Suvarṇabhāsottamasūtra】, Sources of Oriental Languages and Literatures, ed. Ș. Tekin and G. A. Tekin, publ. at Harvard University, NELC, Cambridge, Mass., 2004.",
"Skjærvø, Oktor",2004,"Smashing Urine: on Yasna 48.10, in M. Stausberg, ed., 【Zoroastrian Rituals in Context】, Numen Book Series. Studies in the History of Religions 102, Leiden and Boston, 2004, pp. 253-81. [January 5, 2004]",
"Skjærvø, Oktor",2004,"Homosexuality,” in 【Encyclopaedia Iranica】 XI/4, 2004, pp. 440-41.",
"Skjærvø, Oktor",2004,"Contents of the Niyayishns or Niyayesh, 【FEZANA Journal】, Summer 2004 (Treasures from the Avesta: Niyayishns and Yashts), pp. 32-40.",
"Skjærvø, Oktor",2004,"Iranians, Indians, Chinese and Tibetans: The Rulers and Ruled of Khotan in the First Millennium, in Susan Whitfield and Ursula sims-Williams, eds., 【The Silk Road. Trade, Travel, War and Faith】, published on the occasion of the exhibition at the British Library 7 May – 12 September 2004, pp. 34- 42.",
"Skjærvø, Oktor",2004,"The Antiquity of Old Avestan, 【Nāme-ye Irān-e Bāstān】. 【The International Journal of Ancient Iranian Studies】 3/2, 2003-2004, pp. 15-41.",
"Skjærvø, Oktor",2004,"【Review】: Iris Colditz, 【Zur Sozialterminologie der iranischen Manichäer. Eine semantische Analyse im Vergleich zu den nichtmanichäischen iranischen Quellen】, Iranica, ed. Maria Macuch, vol. 5, Wiesbaden: Harrassowitz Verlag, 2000, in 【JAOS】 124/1, 2004, pp. 111-13.",
"Skjærvø, Oktor",2005,"Herzfeld and Iranian Studies, in A. C. Gunter and S. R. Hauser, eds., 【Ernst Herzfeld and the Development of the Near Eastern Studies, 1900-1950】 (proceedings of the conference at The Freer Gallery of Art and Arthur M. Sackler Gallery May 3-5, 2001), pp. 295-313.",
"Skjærvø, Oktor",2005,"A Force against Evil, Good vs. Evil, The Amesha Spentas, The Avesta, The 【Fravashis】, in 【Calliope. Exploring World History: Good Words, Good Thoughts, Good Deeds. Zoroastrianism】, vol. 15, no. 5, January 2005, Cobblestone Publications (magazine targeting a young audience).",
"Skjærvø, Oktor",2005,"Poetic and Cosmic Weaving in Ancient Iran. Reflections on Avestan vahma and Yasna 34.2, in D. Haug and E. Welo, eds., 【Haptačahaptāitiš. Festschrift for Fridrik Thordarson】, Oslo: Novus, 2005, pp. 267-79.",
"Skjærvø, Oktor",2005,"Apropos a Zoroastrian Maxim on a Sasanian Seal,” 【Studia Iranica】 34, 2005, pp. 137-38.",
"Skjærvø, Oktor",2005,"The Avestan Yasna: Ritual and Myth, 【FEZANA Journal】, Summer 2005, pp. 57-60.",
"Skjærvø, Oktor",2005,"【Review】: Philippe Gignoux, 【Noms propres sassanides en moyen-perse épigraphique. Supplément [1986– 2001]】, Österreichische Akademie der Wissenschaften. Philosophisch-historische Klasse. Sonder- publikation der Iranischen Kommission. Iranisches Personennamenbuch, ed. H. Eichner, R. Schmitt, and X. Tremblay. Band II. Mitteliranische Personennamen. Faszikel 3, Vienna: Verlag der Öster- reichischen Akademie der Wissenschaften, 2003, in 【Bulletin of the Asia Institute】 15, 2001 [2005], pp.
$$.",
"Skjærvø, Oktor",in press,"【Weaving Worlds of Thought. Old Iranian Creation Myths and The Fravashis】, Paris, $$.",
"Skjærvø, Oktor",in press,"Legal Documents Concerning Ownership and Sale from Eighth-Century Khotan, in 【From Nisa to Niya. New Discoveries and Studies in Central and Inner Asian Art and Archaeology, London】, $$.",
"Skjærvø, Oktor",in press,"Avestica III. Four Notes on Avestan Morphology, in D. Weber., ed., MemVol D. N. MacKenzie.",
"Skjærvø, Oktor",in press,"Avestica IV. Anāhitā: Unblemished or Unattached?, in J. Choksy, ed., FS Firoze Kotwal, $$. ",
"Skjærvø, Oktor",in press,"The Avestan Yasna: Ritual and Myth, Copenhagen, $$.",
"Skjærvø, Oktor",in press,"Zoroastrian Dualism, in acts of Light Against Darkness Dualism in Ancient Mediterranean Religion and the Contemporary World, June 2nd-5th 2003, University of North Carolina at Chapel Hill.",
"Skjærvø, Oktor",in press,"Goldziher and Iranian Elements in Islam, in acts of Goldziher Symposium.",
"Skjærvø, Oktor",in press,"Iranian languages, in 【Encyclopaedia Iranica】.",
"Skjærvø, Oktor",in press,"Khotanese, in 【Encyclopaedia Iranica】.",
"Skjærvø, Oktor",in press,"Middle Persian, in 【Encyclopaedia Iranica】.",
"Skjærvø, Oktor",in press,"Languages of the World – Indo-European Languages ‘Iranian Languages,’ 【Encyclopaedia of Language and Linguistics】, 2nd ed.",
"Skjærvø, Oktor",in press,"Languages of the World – Indo-European Languages ‘Persian, Modern,’ 【Encyclopaedia of Language and Linguistics】, 2nd ed.",
"Skjærvø, Oktor",in press,"Writing systems. Iran: scripts, Aramaic, 【Encyclopaedia of Language and Linguistics】, 2nd ed. ",
"Skjærvø, Oktor",in press,"Writing systems. Iran: script, Avestan, 【Encyclopaedia of Language and Linguistics】, 2nd ed. ",
"Skjærvø, Oktor",in press,"Writing systems. Iran: script, Old Persian, 【Encyclopaedia of Language and Linguistics】, 2nd ed.",
"Skjærvø, Oktor",in press,"Old Iranian languages, in A. Kaye, ed., 【Morphologies of Asia and Africa】.",
"Skjærvø, Oktor",in press,"Middle Persian and Parthian, in G. Windfuhr, ed., 【Typologies of Iranian Languages】.",
"Skjærvø, Oktor",in press,"Old Iranian languages, in G. Windfuhr, ed., 【Typologies of Iranian Languages】.",
"Skjærvø, Oktor",,"【A͑nāṣer-e irāni dar kiš-e mānavi】 (Iranian Elements in Manicheism). Translated by Mohammad Shokri Fumeshi with introduction, commentary, bibliography, and indices, Tehran, 1382.",
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
