name,year,content,
"Bailey, H.W.",1968,"Saka 【*barza-】, in 【Melanges d’indianisme à la mémoire de Louis Renou. 40《e》 anniversaire de la fondation de l’Institut de Civilisation Indienne de l’Université de Paris, 1967】. (Publications de l’Institut de Civilisation Indienne. Série in-8《o》, Fasc. 28.) Paris : Éditions E. de Boccard, 1968, 53-8.",
"Bailey, H.W.",1968,"Saka of Khotan and Wakhān, in J. C. Heesterman and others (ed.): 【Pratidānam: Indian, Iranian and Indo-European studies presented to Franciscus Bernardus Jacobus Kuiper on his sixtieth birthday. Edited by J. C. Heesterman, G. H. Schokker, V. I. Subramoniam】. (Janua Linguarum. Series Maior, 34.) The Hague, Paris : Mouton, 1968, 157-9.",
"Bailey, H.W.",1969,"Arya notes, in 【Studia classica et orientalia Antonino Pagliaro oblata】. Roma: Istituto di Glottologia dell’Università di Roma, 1969, I, 137-49.",
"Bailey, H.W.",1969,"Avesta and Saka, 【IIJ】, XI, 4, 1969, 289-92.",
"Bailey, H.W.",1969,"Iranian 【ropanak】, in 【Studi linguistici in onore di Vittore Pisani】. Brescia : Paideia Editrice, 1969, I, 91-6.",
"Bailey, H.W.",1969,"(ed.) : 【Khotanese texts, I.—Indo-Scythian studies ; being Khotanese texts, Vol. II.— Indo-Scythian studies ; being Khotanese texts, Vol. III. Second edition】. 3 vols. in 1 : x, 257 pp.; x, 130 pp.; viii, 149 pp. Cambridge: University Press, 1969.",
"Bailey, H.W.",1970,"A range of Iranica, in Mary Boyce and Ilya Gershevitch (ed.) : 【W. B. Henning memorial volume】. (【Asia Major】 Library.) London : Lund Humphries, 1970, 20-36.",
"Bailey, H.W.",1970,"Saka studies : the ancient kingdom of Khotan ’, 【Iran】, VIII, 1970, 65-72.",
"Bailey, H.W.",1971,"【Sad-dharma-puṇḍarīka-sūtra】, the summary in Khotan Saka(Occasional paper 10). The Australian National University, Faculty of Asian Studies, Canberra, 1971 (reprinted with errata 1973).",
"Bailey, H.W.",1971,"Trends in Iranian Studies,【 Memoirs of the Research Department of the Tokyo Bunko】, No. 29, Tokyo, 1971, pp. 1-16.",
"Bailey, H.W.",1971,"The Culture of the Iranian Kingdom of Ancient Khotan in Chinese Turkestan, 【Memoirs of the Research Department of the Tokyo Bunko】, No. 29, Tokyo, 1971, pp. 17-29.",
"Bailey, H.W.",1972,"Story-telling in Buddhist Central Asia,” Acta Asiatica, Bulletin of the Institute of Eastern Culture, 23, Tokyo, 1972, pp. 63-77.",
"Bailey, H.W.",1973,"Taklamakan Miscellany,【BSOAS】, 36, 2, 1973, pp. 224-27.",
"Bailey, H.W.",1974,"The Pradakṣiṇā-sūtra of Chang Tsiang-kuin, 【Buddhist Studies in Honour of I. B. Horner】, ed. L. Cousins et al., Dordrecht, 1974. pp. 15-18.",
"Bailey, H.W.",1975,"Saka cadarno and Surkh Kotal kara-lrangga, 【Mélanges Linguistiques offerts à ҳmile Benveniste】, Paris, 1975, pp. 33-35.",
"Bailey, H.W.",1977,"Mahāprajnā-pāramitā-sūtra, 【Prajnāpāramitā and Related Systems: Studies in Honor of Edward Conze】, ed. L. Lancaster, Berkeley, 1977, pp. 153-162.",
"Bailey, H.W.",1978,"The Bodhisattva in the 【Prajnā-pāramitā】, 【Senarat Paranavitana Commemoration Volume】, ed. Leelananda Prematilleke, et al., Leiden, 1978, pp. 20-21.",
"Bailey, H.W.",1979,"【Dictionary of Khotan Saka】, xvii, 559 pp. C.U.P., Cambridge, 1979.",
"Bailey, H.W.",1979,"North Iranian Problems, 【BSOAS】, 42, 2, 1979, pp. 207-210",
"Bailey, H.W.",1979,"Professor Georg Morgenstierne, (obituary), 【JRAS】, 1979, pp. 95-96.",
"Bailey, H.W.",1979,"【Review】: M. Mayrhofer, 【Zum Namengut des Avesta】, 【JRAS】, 1979, I, pp. 59-60.",
"Bailey, H.W.",1980,"Ossetic (Nartä), 【Traditions of Heroic and Epic poetry】, vol. 1, ed. A.T Hatto, London, 1980, pp. 236-67.",
"Bailey, H.W.",1980; 1981,"Indo-Iranica, 【Indologica Taurinensia】, 8-9 (Dr. Ludwik Sternbach Commemoration Volume), 1980-81, pp. 15-18.",
"Bailey, H.W.",1981,"A number of important articles are reprinted in 【Opera Minora, Articles on Iranian Studies,】vol.1, 463 pp. and vol. 2, 504 pp., ed. M. Nawabi, Forozangah Publishers, Shiraz, Iran, 1981.",
"Bailey, H.W.",1981,"Bisclavret in Marie de France, 【Cambridge Medieval Celtic Studies】, 1, 1981, pp. 95-7.",
"Bailey, H.W.",1982,"Two Kharoṣṭhī Inscriptions,” 【JRAS】, 1982, 2, pp. 149-155, plates 2-8 on pp. 142-148.",
"Bailey, H.W.",1983,"Khotanese Saka Literature, Chapter 34 (pp. 1230-1243), 【The Cambridge History of Iran】, vol. 3 (2), ed. E. Yarshater, Cambridge, 1983.",
"Bailey, H.W.",1984,"Vedic ksumpa- and related Data, 【Amṛtadhārā, Professor R. N. Dandekar Felicitation Volume】, ed. S.D. Joshi, Delhi, 1984, pp. 17-20.",
"Bailey, H.W.",1985,"【The Culture of the Sakas in Ancient Iranian Khotan,】 (Columbia lectures on Iranian Studies, 1), xii, 109 pp., Delmar, New York, 1982. (ed.) 【Indo-Scythian Studies; being Khotanese Texts, Vol. VII】, xvi, 147 pp., C.U.P.,Cambridge, 1985.",
"Bailey, H.W.",1985,"Durauzha the Drink Exhilarant, 【South Asian Studies】, 1, 1985, pp. 57-61.",
"Bailey, H.W.",1985,"Apastāk, 【Acta Iranica】, 24, Leiden, 1985, pp. 9-14.",
"Bailey, H.W.",1985,"Appendix I. Plant Names, in 【Cambridge History of Iran】, vol.2, ed. I Gershevitch, Cambridge, 1985, pp. 870-3. ",
"Bailey, H.W.",1986,"An Iranian Miscellany in Armenian, pp. 1-8, 【Armenian Studies. Études Arméniennes. In Memoriam Haïg Berbérian】, ed. Dickran Kouymjian, Lisbon, 1986.",
"Bailey, H.W.",1987,"Iranian Loanwords in Armenian, in 【Encyclopaedia Iranica】,vol.2, ed. E Yarshater, London and New York, 1987, pp. 459-465.",
"Bailey, H.W.",1988,"Baga, in 【Encyclopaedia Iranica】,vol.3, ed. E Yarshater, London and New York, 1988, pp. 403-4.",
"Bailey, H.W.",1990,"Iranian 【kēt】 ‘Foreteller’ and Related Words, 【Acta Iranica】, 30, Leiden, 1990, pp.6-9.",
"Bailey, H.W.",1993,"Asiani and Pasiani, in 【Bulletin of the Asia Institute】, NS, vol. 7, 1993, pp. 9-10.",
